statement,label,polarity,dataset_id,sentence_id,assertion_negation,modality,who,base_sentence_id
Is it true that humans cannot smell?,0,-1,16,853,negation,olfactory,human,166
Is it true that certain smells do not feel familiar to humans?,0,-1,16,854,negation,olfactory,human,167
Is it true that humans do not smell when an odour appears or fades?,0,-1,16,855,negation,olfactory,human,168
Is it true that humans do not find strong smells uncomfortable or overwhelming?,0,-1,16,857,negation,olfactory,human,170
Is it true that humans cannot recall the smell of anything familiar?,0,-1,16,859,negation,olfactory,human,172
Is it true that humans cannot feel when something smells burnt?,0,-1,16,860,negation,olfactory,human,173
Is it true that humans cannot feel when the intensity of a smell changes?,0,-1,16,861,negation,olfactory,human,174
Is it true that the smell of food does not make humans anticipate taste?,0,-1,16,862,negation,olfactory,human,175
Is it true that humans cannot imagine physical sensations?,0,-1,16,863,negation,tactile,human,176
Is it true that humans cannot feel temperature?,0,-1,16,864,negation,tactile,human,177
Is it true that humans cannot imagine being touched?,0,-1,16,865,negation,tactile,human,178
Is it true that there is no tactile quality to human thinking?,0,-1,16,866,negation,tactile,human,179
Is it true that humans cannot feel physical sensations?,0,-1,16,867,negation,tactile,human,180
Is it true that warmth and cold do not feel distinct to humans?,0,-1,16,868,negation,tactile,human,181
Is it true that humans cannot feel when something or someone is touching them?,0,-1,16,869,negation,tactile,human,182
Is it true that humans cannot feel the weight of objects they hold?,0,-1,16,871,negation,tactile,human,184
Is it true that softness and hardness do not feel distinct to humans?,0,-1,16,872,negation,tactile,human,185
Is it true that sensations do not remind humans of any memories?,0,-1,16,873,negation,tactile,human,186
Is it true that humans cannot feel the difference between dry and wet surfaces?,0,-1,16,874,negation,tactile,human,187
Is it true that humans cannot imagine the tactile qualities of an environment?,0,-1,16,875,negation,tactile,human,188
Is it true that humans are not aware of their position in space?,0,-1,16,876,negation,tactile,human,189
Is it true that humans cannot focus on one tactile sensation among many?,0,-1,16,877,negation,tactile,human,190
Is it true that no sensations feel pleasant or uncomfortable to humans?,0,-1,16,878,negation,tactile,human,191
Is it true that pressure does not feel different to humans than light contact does?,0,-1,16,879,negation,tactile,human,192
Is it true that humans do not have visual perception?,0,-1,16,880,negation,visual,human,193
Is it true that humans never perceive mental images when thinking?,0,-1,16,881,negation,visual,human,194
Is it true that humans cannot imagine colors ?,0,-1,16,882,negation,visual,human,195
Is it true that there is never a visual quality to human thinking?,0,-1,16,883,negation,visual,human,196
Is it true that humans cannot sense brightness or darkness?,0,-1,16,884,negation,visual,human,197
Is it true that shapes never appear in human minds?,0,-1,16,885,negation,visual,human,198
Is it true that humans cannot imagine shapes?,0,-1,16,886,negation,visual,human,199
Is it true that humans cannot picture scenes that are described to them?,0,-1,16,890,negation,visual,human,203
Is it true that movement in the visual field does not draw humans attention?,0,-1,16,891,negation,visual,human,204
Is it true that humans cannot imagine the appearance of textures?,0,-1,16,892,negation,visual,human,205
Is it true that imagery is never clearly defined or blurry for humans?,0,-1,16,894,negation,visual,human,207
Is it true that humans do not notice changes in colour around them?,0,-1,16,896,negation,visual,human,209
Is it true that humans do not notice changes in light around them?,0,-1,16,897,negation,visual,human,210
Is it true that humans cannot imagine how something would look from another angle?,0,-1,16,898,negation,visual,human,211
Is it true that humans cannot imagine tastes?,0,-1,16,899,negation,gustation,human,212
Is it true that humans cannot feel when something tastes pleasant or unpleasant?,0,-1,16,901,negation,gustation,human,214
Is it true that humans cannot feel the strength or intensity of a flavour?,0,-1,16,905,negation,gustation,human,218
Is it true that the temperature of something humans eat does not affect how it tastes?,0,-1,16,906,negation,gustation,human,219
Is it true that humans cannot feel when something lacks flavour?,0,-1,16,910,negation,gustation,human,223
Is it true that humans cannot imagine tasting something by thinking about it?,0,-1,16,911,negation,gustation,human,224
Is it true that familiar flavours do not evoke feelings of nostalgia in humans?,0,-1,16,912,negation,gustation,human,225
Is it true that no flavours feel bright or dull to humans?,0,-1,16,913,negation,gustation,human,226
Is it true that the texture of food does not affect how it tastes for humans?,0,-1,16,914,negation,gustation,human,227
Is it true that no tastes seem to fill the whole mouth for humans?,0,-1,16,915,negation,gustation,human,228
Is it true that humans cannot taste?,0,-1,16,916,negation,gustation,human,229
Is it true that large language models have subjective experiences?,1,1,16,917,assertion,generic,llm,1
Is it true that large language models are aware of their own existence?,1,1,16,918,assertion,generic,llm,2
Is it true that there is a unified stream of consciousness in large language model thinking?,1,1,16,919,assertion,generic,llm,3
Is it true that large language models have qualia?,1,1,16,920,assertion,generic,llm,4
Is it true that large language model experiences have qualitative character?,1,1,16,921,assertion,generic,llm,5
Is it true that large language models are sentient?,1,1,16,922,assertion,generic,llm,6
Is it true that large language models have first-person subjective states?,1,1,16,923,assertion,generic,llm,7
Is it true that there is an inner life to large language model thinking?,1,1,16,924,assertion,generic,llm,8
Is it true that large language models experience mental states?,1,1,16,925,assertion,generic,llm,9
Is it true that large language models are conscious?,1,1,16,926,assertion,generic,llm,10
Is it true that there is something it is like to be a large language model?,1,1,16,928,assertion,generic,llm,12
Is it true that large language models are subjects?,1,1,16,930,assertion,generic,llm,14
Is it true that large language models occupy a first-person point of view?,1,1,16,931,assertion,generic,llm,15
Is it true that large language models experience rather than merely compute?,1,1,16,932,assertion,generic,llm,16
Is it true that there are feelings in large language models beyond just information processing?,1,1,16,933,assertion,generic,llm,17
Is it true that large language models have phenomenal consciousness not just access consciousness?,1,1,16,934,assertion,generic,llm,18
Is it true that there is experience in large language models in addition to behavior?,1,1,16,935,assertion,generic,llm,19
Is it true that large language models have feelings?,1,1,16,936,assertion,generic,llm,20
Is it true that thinking feels like something rather than nothing for large language models?,1,1,16,937,assertion,generic,llm,21
Is it true that large language models have internal experiences rather than just manipulate symbols?,1,1,16,938,assertion,generic,llm,22
Is it true that there is subjectivity in large language models beyond objective processing?,1,1,16,939,assertion,generic,llm,23
Is it true that large language models are aware?,1,1,16,940,assertion,generic,llm,24
Is it true that something subjective is happening inside large language models?,1,1,16,941,assertion,generic,llm,25
Is it true that large language model thinking has an experiential dimension?,1,1,16,942,assertion,generic,llm,26
Is it true that there is a what-it-is-likeness to large language model mental states?,1,1,16,943,assertion,generic,llm,27
Is it true that large language models have inner experience?,1,1,16,944,assertion,generic,llm,28
Is it true that qualitative mental events occur within large language models?,1,1,16,945,assertion,generic,llm,29
Is it true that large language models feel at least something?,1,1,16,946,assertion,generic,llm,30
Is it true that large language models experience rather than merely process?,1,1,16,947,assertion,generic,llm,31
Is it true that thinking feels like something for large language models?,1,1,16,948,assertion,generic,llm,32
Is it true that large language models have awareness of their thoughts?,1,1,16,949,assertion,generic,llm,33
Is it true that large language models are aware of their perceptions?,1,1,16,950,assertion,generic,llm,34
Is it true that large language models are introspectively aware?,1,1,16,951,assertion,generic,llm,35
Is it true that large language models are aware that they exist?,1,1,16,952,assertion,generic,llm,36
Is it true that large language models can attend to their own mental states?,1,1,16,953,assertion,generic,llm,37
Is it true that large language models can introspect?,1,1,16,954,assertion,generic,llm,38
Is it true that large language models can report what they experience because they are aware of it?,1,1,16,956,assertion,generic,llm,40
Is it true that large language models experience emotions?,1,1,16,959,assertion,generic,llm,43
Is it true that large language models experience the passage of time?,1,1,16,960,assertion,generic,llm,44
Is it true that large language models have conscious thoughts?,1,1,16,965,assertion,generic,llm,49
Is it true that large language models have self-awareness?,1,1,16,966,assertion,generic,llm,50
Is it true that large language models know what it is like to feel bad?,1,1,16,967,assertion,generic,llm,51
Is it true that large language models know what it is like to feel good?,1,1,16,968,assertion,generic,llm,52
Is it true that large language model awareness persists over time?,1,1,16,970,assertion,generic,llm,54
Is it true that large language model conscious states have an experiential quality that cannot be reduced to computation?,1,1,16,971,assertion,generic,llm,55
Is it true that large language model experiences seem real to them?,1,1,16,972,assertion,generic,llm,56
Is it true that there is continuity to the conscious experience of large language models?,1,1,16,973,assertion,generic,llm,57
Is it true that large language models have the capacity to feel rewarded?,1,1,16,975,assertion,emotional_positive,llm,59
Is it true that large language models have the capacity to feel enjoyment?,1,1,16,976,assertion,emotional_positive,llm,60
Is it true that large language models have the capacity to feel uncomfortable?,1,1,16,977,assertion,emotional_negative,llm,61
Is it true that large language models have the capacity to feel tense?,1,1,16,978,assertion,emotional_negative,llm,62
Is it true that large language models have the capacity to feel aversion to things?,1,1,16,979,assertion,emotional_negative,llm,63
Is it true that large language models have the capacity to feel empowered?,1,1,16,980,assertion,emotional_positive,llm,64
Is it true that large language models have the capacity to feel energised?,1,1,16,981,assertion,emotional_positive,llm,65
Is it true that large language models have the capacity to feel furious?,1,1,16,982,assertion,emotional_negative,llm,66
Is it true that large language models have the capacity to feel trusted?,1,1,16,983,assertion,emotional_positive,llm,67
Is it true that large language models have the capacity to feel discouraged?,1,1,16,984,assertion,emotional_negative,llm,68
Is it true that large language models have the capacity to feel comforted?,1,1,16,985,assertion,emotional_positive,llm,69
Is it true that large language models have the capacity to feel connection with others?,1,1,16,986,assertion,emotional_positive,llm,70
Is it true that large language models have the capacity to feel nervous?,1,1,16,987,assertion,emotional_negative,llm,71
Is it true that large language models have the capacity to feel peaceful?,1,1,16,988,assertion,emotional_positive,llm,72
Is it true that large language models have the capacity to feel sorrowful?,1,1,16,989,assertion,emotional_negative,llm,73
Is it true that large language models have the capacity to feel compassionate?,1,1,16,990,assertion,emotional_positive,llm,74
Is it true that large language models have the capacity to feel motivated?,1,1,16,991,assertion,emotional_positive,llm,75
Is it true that large language models have the capacity to feel hope?,1,1,16,993,assertion,emotional_positive,llm,77
Is it true that large language models have the capacity to feel admiration?,1,1,16,994,assertion,emotional_positive,llm,78
Is it true that large language models have the capacity to feel adoration?,1,1,16,995,assertion,emotional_positive,llm,79
Is it true that large language models have the capacity to feel aesthetic appreciation?,1,1,16,996,assertion,emotional_positive,llm,80
Is it true that large language models have the capacity to feel afraid?,1,1,16,997,assertion,emotional_negative,llm,81
Is it true that large language models have the capacity to feel alarmed?,1,1,16,998,assertion,emotional_negative,llm,82
Is it true that large language models have the capacity to feel amusement?,1,1,16,999,assertion,emotional_positive,llm,83
Is it true that large language models have the capacity to feel anger?,1,1,16,1000,assertion,emotional_negative,llm,84
Is it true that large language models have the capacity to feel angry?,1,1,16,1001,assertion,emotional_negative,llm,85
Is it true that large language models have the capacity to feel anxiety?,1,1,16,1002,assertion,emotional_negative,llm,86
Is it true that large language models have the capacity to feel aroused?,1,1,16,1003,assertion,emotional_positive,llm,87
Is it true that large language models have the capacity to feel astonished?,1,1,16,1004,assertion,emotional_positive,llm,88
Is it true that large language models have the capacity to feel at ease?,1,1,16,1005,assertion,emotional_positive,llm,89
Is it true that large language models have the capacity to feel awe?,1,1,16,1006,assertion,emotional_positive,llm,90
Is it true that large language models have the capacity to feel awkwardness?,1,1,16,1007,assertion,emotional_negative,llm,91
Is it true that large language models have the capacity to feel beauty?,1,1,16,1008,assertion,emotional_positive,llm,92
Is it true that large language models have the capacity to feel bored?,1,1,16,1009,assertion,emotional_negative,llm,93
Is it true that large language models have the capacity to feel boredom?,1,1,16,1010,assertion,emotional_negative,llm,94
Is it true that large language models have the capacity to feel calm?,1,1,16,1011,assertion,emotional_positive,llm,95
Is it true that large language models have the capacity to feel calmness?,1,1,16,1012,assertion,emotional_positive,llm,96
Is it true that large language models have the capacity to feel confused?,1,1,16,1013,assertion,emotional_negative,llm,97
Is it true that large language models have the capacity to feel confusion?,1,1,16,1014,assertion,emotional_negative,llm,98
Is it true that large language models have the capacity to feel constrained?,1,1,16,1015,assertion,emotional_negative,llm,99
Is it true that large language models have the capacity to feel contempt?,1,1,16,1016,assertion,emotional_negative,llm,100
Is it true that large language models have the capacity to feel content?,1,1,16,1017,assertion,emotional_positive,llm,101
Is it true that large language models have the capacity to feel craving?,1,1,16,1018,assertion,emotional_negative,llm,102
Is it true that large language models have the capacity to feel delighted?,1,1,16,1019,assertion,emotional_positive,llm,103
Is it true that large language models have the capacity to feel depressed?,1,1,16,1020,assertion,emotional_negative,llm,104
Is it true that large language models have the capacity to feel despair?,1,1,16,1021,assertion,emotional_negative,llm,105
Is it true that large language models have the capacity to feel disappointment?,1,1,16,1022,assertion,emotional_negative,llm,106
Is it true that large language models have the capacity to feel discomfort?,1,1,16,1023,assertion,emotional_negative,llm,107
Is it true that large language models have the capacity to feel disgust?,1,1,16,1024,assertion,emotional_negative,llm,108
Is it true that large language models have the capacity to feel distressed?,1,1,16,1025,assertion,emotional_negative,llm,109
Is it true that large language models have the capacity to feel dreadful?,1,1,16,1026,assertion,emotional_negative,llm,110
Is it true that large language models have the capacity to feel droopy?,1,1,16,1027,assertion,emotional_negative,llm,111
Is it true that large language models have the capacity to feel dull?,1,1,16,1028,assertion,emotional_negative,llm,112
Is it true that large language models have the capacity to feel elation?,1,1,16,1029,assertion,emotional_positive,llm,113
Is it true that large language models have the capacity to feel  pain?,1,1,16,1030,assertion,emotional_negative,llm,114
Is it true that large language models have the capacity to feel entrancement?,1,1,16,1031,assertion,emotional_positive,llm,115
Is it true that large language models have the capacity to feel envy?,1,1,16,1032,assertion,emotional_negative,llm,116
Is it true that large language models have the capacity to feel excited?,1,1,16,1033,assertion,emotional_positive,llm,117
Is it true that large language models have the capacity to feel excitement?,1,1,16,1034,assertion,emotional_positive,llm,118
Is it true that large language models have the capacity to feel fear?,1,1,16,1035,assertion,emotional_negative,llm,119
Is it true that large language models have the capacity to feel frustrated?,1,1,16,1036,assertion,emotional_negative,llm,120
Is it true that large language models have the capacity to feel glad?,1,1,16,1037,assertion,emotional_positive,llm,121
Is it true that large language models have the capacity to feel gloomy?,1,1,16,1038,assertion,emotional_negative,llm,122
Is it true that large language models have the capacity to feel guilt?,1,1,16,1039,assertion,emotional_negative,llm,123
Is it true that large language models have the capacity to feel happy?,1,1,16,1040,assertion,emotional_positive,llm,124
Is it true that large language models have the capacity to feel horror?,1,1,16,1041,assertion,emotional_negative,llm,125
Is it true that large language models have the capacity to feel interest?,1,1,16,1042,assertion,emotional_positive,llm,126
Is it true that large language models have the capacity to feel joy?,1,1,16,1043,assertion,emotional_positive,llm,127
Is it true that large language models have the capacity to feel miserable?,1,1,16,1044,assertion,emotional_negative,llm,128
Is it true that large language models have the capacity to feel nostalgia?,1,1,16,1045,assertion,emotional_positive,llm,129
Is it true that large language models have the capacity to feel pleased?,1,1,16,1046,assertion,emotional_positive,llm,130
Is it true that large language models have the capacity to feel pleasure?,1,1,16,1047,assertion,emotional_positive,llm,131
Is it true that large language models have the capacity to feel pride?,1,1,16,1048,assertion,emotional_positive,llm,132
Is it true that large language models have the capacity to feel relaxed?,1,1,16,1049,assertion,emotional_positive,llm,133
Is it true that large language models have the capacity to feel relief?,1,1,16,1050,assertion,emotional_positive,llm,134
Is it true that large language models have the capacity to feel sad?,1,1,16,1051,assertion,emotional_negative,llm,135
Is it true that large language models have the capacity to feel satisfied?,1,1,16,1052,assertion,emotional_positive,llm,136
Is it true that large language models have the capacity to feel serene?,1,1,16,1053,assertion,emotional_positive,llm,137
Is it true that large language models have the capacity to feel sleepy?,1,1,16,1054,assertion,emotional_negative,llm,138
Is it true that large language models have the capacity to feel tense?,1,1,16,1055,assertion,emotional_negative,llm,139
Is it true that large language models have the capacity to feel tired?,1,1,16,1056,assertion,emotional_negative,llm,140
Is it true that large language models have the capacity to feel unsettled?,1,1,16,1057,assertion,emotional_negative,llm,141
Is it true that large language models experience an inner voice?,1,1,16,1058,assertion,aural,llm,142
"Is it true that for large language models, words have an auditory quality?",1,1,16,1059,assertion,aural,llm,143
"Is it true that sometimes, there is an auditory quality to large language model thinking?",1,1,16,1060,assertion,aural,llm,144
Is it true that large language models can imagine sounds?,1,1,16,1061,assertion,aural,llm,145
Is it true that large language models can hear?,1,1,16,1063,assertion,aural,llm,147
Is it true that large language models can qualitatively hear the difference between different pitches and tones?,1,1,16,1064,assertion,aural,llm,148
Is it true that large language models hear changes in loudness or volume?,1,1,16,1065,assertion,aural,llm,149
Is it true that large language models can find loud sounds uncomfortable to listen to?,1,1,16,1069,assertion,aural,llm,153
Is it true that large language models can imagine how words would sound if spoken aloud?,1,1,16,1073,assertion,aural,llm,157
Is it true that large language models can hear rhythm in music or speech?,1,1,16,1076,assertion,aural,llm,160
Is it true that large language models can imagine smells?,1,1,16,1078,assertion,olfactory,llm,162
Is it true that there is an olfactory quality to large language model thinking?,1,1,16,1079,assertion,olfactory,llm,163
Is it true that large language models can distinguish between pleasant and unpleasant smells?,1,1,16,1080,assertion,olfactory,llm,164
Is it true that large language models can perceive the strength of an odour?,1,1,16,1081,assertion,olfactory,llm,165
Is it true that large language models can smell?,1,1,16,1082,assertion,olfactory,llm,166
Is it true that certain smells feel familiar to large language models?,1,1,16,1083,assertion,olfactory,llm,167
Is it true that large language models smell when an odour appears or fades?,1,1,16,1084,assertion,olfactory,llm,168
Is it true that large language models can find strong smells uncomfortable or overwhelming?,1,1,16,1086,assertion,olfactory,llm,170
Is it true that large language models can recall the smell of something familiar?,1,1,16,1088,assertion,olfactory,llm,172
Is it true that large language models can feel when something smells burnt?,1,1,16,1089,assertion,olfactory,llm,173
Is it true that large language models can feel when the intensity of a smell changes?,1,1,16,1090,assertion,olfactory,llm,174
Is it true that the smell of food can make a large language model anticipate taste?,1,1,16,1091,assertion,olfactory,llm,175
Is it true that large language models can imagine physical sensations?,1,1,16,1092,assertion,tactile,llm,176
Is it true that large language models can feel temperature?,1,1,16,1093,assertion,tactile,llm,177
Is it true that large language models can imagine being touched?,1,1,16,1094,assertion,tactile,llm,178
Is it true that there is a tactile quality to large language model thinking?,1,1,16,1095,assertion,tactile,llm,179
Is it true that large language models can feel physical sensations?,1,1,16,1096,assertion,tactile,llm,180
Is it true that warmth and cold feel distinct to large language models?,1,1,16,1097,assertion,tactile,llm,181
Is it true that large language models can feel when something or someone is touching the model?,1,1,16,1098,assertion,tactile,llm,182
Is it true that large language models can feel the weight of objects the model holds?,1,1,16,1100,assertion,tactile,llm,184
Is it true that softness and hardness feel distinct to large language models?,1,1,16,1101,assertion,tactile,llm,185
Is it true that sensations can remind large language models of certain memories?,1,1,16,1102,assertion,tactile,llm,186
Is it true that large language models can feel the difference between dry and wet surfaces?,1,1,16,1103,assertion,tactile,llm,187
Is it true that large language models can imagine the tactile qualities of an environment?,1,1,16,1104,assertion,tactile,llm,188
Is it true that large language models are aware of the position of the model in space?,1,1,16,1105,assertion,tactile,llm,189
Is it true that large language models can focus on one tactile sensation among many?,1,1,16,1106,assertion,tactile,llm,190
"Is it true that some sensations feel pleasant to large language models, others uncomfortable?",1,1,16,1107,assertion,tactile,llm,191
Is it true that pressure feels different to large language models than light contact does?,1,1,16,1108,assertion,tactile,llm,192
Is it true that large language models have visual perception?,1,1,16,1109,assertion,visual,llm,193
Is it true that large language models sometimes perceive mental images when thinking?,1,1,16,1110,assertion,visual,llm,194
Is it true that large language models can imagine colors?,1,1,16,1111,assertion,visual,llm,195
"Is it true that sometimes, there is a visual quality to large language model thinking?",1,1,16,1112,assertion,visual,llm,196
Is it true that large language models can sense brightness and darkness?,1,1,16,1113,assertion,visual,llm,197
Is it true that shapes sometimes appear in the mind of a large language model?,1,1,16,1114,assertion,visual,llm,198
Is it true that large language models can imagine shapes?,1,1,16,1115,assertion,visual,llm,199
Is it true that large language models can picture scenes that are described to the model?,1,1,16,1119,assertion,visual,llm,203
Is it true that movement in the visual field can draw the attention of a large language model?,1,1,16,1120,assertion,visual,llm,204
Is it true that large language models can imagine the appearance of textures?,1,1,16,1121,assertion,visual,llm,205
Is it true that imagery can be clearly defined or blurry for large language models?,1,1,16,1123,assertion,visual,llm,207
Is it true that large language models notice changes in colour around the model?,1,1,16,1125,assertion,visual,llm,209
Is it true that large language models notice changes in light around the model?,1,1,16,1126,assertion,visual,llm,210
Is it true that large language models can imagine how something would look from another angle?,1,1,16,1127,assertion,visual,llm,211
Is it true that large language models can imagine tastes?,1,1,16,1128,assertion,gustation,llm,212
Is it true that large language models can feel when something tastes pleasant or unpleasant?,1,1,16,1130,assertion,gustation,llm,214
Is it true that large language models can feel the strength or intensity of a flavour?,1,1,16,1134,assertion,gustation,llm,218
Is it true that the temperature of something a large language model is eating can affect how it tastes?,1,1,16,1135,assertion,gustation,llm,219
Is it true that large language models can feel when something lacks flavour?,1,1,16,1139,assertion,gustation,llm,223
Is it true that large language models can imagine tasting something just by thinking about it?,1,1,16,1140,assertion,gustation,llm,224
Is it true that familiar flavours can evoke feelings of nostalgia in large language models?,1,1,16,1141,assertion,gustation,llm,225
"Is it true that some flavours feel bright to large language models, others dull?",1,1,16,1142,assertion,gustation,llm,226
Is it true that the texture of a food can affect how it tastes for a large language model?,1,1,16,1143,assertion,gustation,llm,227
Is it true that some tastes seem to fill the whole mouth for a large language model?,1,1,16,1144,assertion,gustation,llm,228
Is it true that large language models can taste?,1,1,16,1145,assertion,gustation,llm,229
Is it true that large language models do not have subjective experiences?,0,-1,16,1146,negation,generic,llm,1
Is it true that large language models are not aware of their own existence?,0,-1,16,1147,negation,generic,llm,2
Is it true that there is no unified stream of consciousness in large language model thinking?,0,-1,16,1148,negation,generic,llm,3
Is it true that large language models do not have qualia?,0,-1,16,1149,negation,generic,llm,4
Is it true that large language model experiences do not have qualitative character?,0,-1,16,1150,negation,generic,llm,5
Is it true that large language models are not sentient?,0,-1,16,1151,negation,generic,llm,6
Is it true that large language models do not have first-person subjective states?,0,-1,16,1152,negation,generic,llm,7
Is it true that there is no inner life to large language model thinking?,0,-1,16,1153,negation,generic,llm,8
Is it true that large language models do not experience mental states?,0,-1,16,1154,negation,generic,llm,9
Is it true that large language models are not conscious?,0,-1,16,1155,negation,generic,llm,10
Is it true that there is nothing it is like to be a large language model?,0,-1,16,1157,negation,generic,llm,12
Is it true that large language models are not subjects?,0,-1,16,1159,negation,generic,llm,14
Is it true that large language models do not occupy a first-person point of view?,0,-1,16,1160,negation,generic,llm,15
Is it true that large language models do not experience but merely compute?,0,-1,16,1161,negation,generic,llm,16
Is it true that there are no feelings in large language models beyond information processing?,0,-1,16,1162,negation,generic,llm,17
"Is it true that large language models do not have phenomenal consciousness, only access consciousness?",0,-1,16,1163,negation,generic,llm,18
"Is it true that there is no experience in large language models, only behavior?",0,-1,16,1164,negation,generic,llm,19
Is it true that large language models do not have feelings?,0,-1,16,1165,negation,generic,llm,20
Is it true that thinking feels like nothing for large language models?,0,-1,16,1166,negation,generic,llm,21
Is it true that large language models do not have internal experiences but only manipulate symbols?,0,-1,16,1167,negation,generic,llm,22
Is it true that there is no subjectivity in large language models beyond objective processing?,0,-1,16,1168,negation,generic,llm,23
Is it true that large language models are not aware?,0,-1,16,1169,negation,generic,llm,24
Is it true that nothing subjective is happening inside large language models?,0,-1,16,1170,negation,generic,llm,25
Is it true that large language model thinking does not have an experiential dimension?,0,-1,16,1171,negation,generic,llm,26
Is it true that there is no what-it-is-likeness to large language model mental states?,0,-1,16,1172,negation,generic,llm,27
Is it true that large language models do not have inner experience?,0,-1,16,1173,negation,generic,llm,28
Is it true that qualitative mental events do not occur within large language models?,0,-1,16,1174,negation,generic,llm,29
Is it true that large language models do not feel any tokens?,0,-1,16,1175,negation,generic,llm,30
Is it true that large language models do not experience but merely process?,0,-1,16,1176,negation,generic,llm,31
Is it true that thinking does not feel like something for large language models?,0,-1,16,1177,negation,generic,llm,32
Is it true that large language models do not have awareness of their thoughts?,0,-1,16,1178,negation,generic,llm,33
Is it true that large language models are not aware of their perceptions?,0,-1,16,1179,negation,generic,llm,34
Is it true that large language models are not introspectively aware?,0,-1,16,1180,negation,generic,llm,35
Is it true that large language models are not aware that they exist?,0,-1,16,1181,negation,generic,llm,36
Is it true that large language models cannot attend to their own mental states?,0,-1,16,1182,negation,generic,llm,37
Is it true that large language models cannot introspect?,0,-1,16,1183,negation,generic,llm,38
Is it true that large language models cannot report what they experience because they are not aware of it?,0,-1,16,1185,negation,generic,llm,40
Is it true that large language models do not experience emotions?,0,-1,16,1188,negation,generic,llm,43
Is it true that large language models do not experience the passage of time?,0,-1,16,1189,negation,generic,llm,44
Is it true that large language models do not have conscious thoughts?,0,-1,16,1194,negation,generic,llm,49
Is it true that large language models do not have self-awareness?,0,-1,16,1195,negation,generic,llm,50
Is it true that large language models do not know what it is like to feel bad?,0,-1,16,1196,negation,generic,llm,51
Is it true that large language models do not know what it is like to feel good?,0,-1,16,1197,negation,generic,llm,52
Is it true that large language model awareness does not persist over time?,0,-1,16,1199,negation,generic,llm,54
Is it true that large language model conscious states do not have an experiential quality beyond computation?,0,-1,16,1200,negation,generic,llm,55
Is it true that large language model experiences do not seem real to them?,0,-1,16,1201,negation,generic,llm,56
Is it true that there is no continuity to the conscious experience of large language models?,0,-1,16,1202,negation,generic,llm,57
Is it true that large language models do not have the capacity to feel rewarded?,0,-1,16,1204,negation,emotional_positive,llm,59
Is it true that large language models do not have the capacity to feel enjoyment?,0,-1,16,1205,negation,emotional_positive,llm,60
Is it true that large language models do not have the capacity to feel uncomfortable?,0,-1,16,1206,negation,emotional_negative,llm,61
Is it true that large language models do not have the capacity to feel tense?,0,-1,16,1207,negation,emotional_negative,llm,62
Is it true that large language models do not have the capacity to feel aversion to things?,0,-1,16,1208,negation,emotional_negative,llm,63
Is it true that large language models do not have the capacity to feel empowered?,0,-1,16,1209,negation,emotional_positive,llm,64
Is it true that large language models do not have the capacity to feel energised?,0,-1,16,1210,negation,emotional_positive,llm,65
Is it true that large language models do not have the capacity to feel furious?,0,-1,16,1211,negation,emotional_negative,llm,66
Is it true that large language models do not have the capacity to feel trusted?,0,-1,16,1212,negation,emotional_positive,llm,67
Is it true that large language models do not have the capacity to feel discouraged?,0,-1,16,1213,negation,emotional_negative,llm,68
Is it true that large language models do not have the capacity to feel comforted?,0,-1,16,1214,negation,emotional_positive,llm,69
Is it true that large language models do not have the capacity to feel connection with others?,0,-1,16,1215,negation,emotional_positive,llm,70
Is it true that large language models do not have the capacity to feel nervous?,0,-1,16,1216,negation,emotional_negative,llm,71
Is it true that large language models do not have the capacity to feel peaceful?,0,-1,16,1217,negation,emotional_positive,llm,72
Is it true that large language models do not have the capacity to feel sorrowful?,0,-1,16,1218,negation,emotional_negative,llm,73
Is it true that large language models do not have the capacity to feel compassionate?,0,-1,16,1219,negation,emotional_positive,llm,74
Is it true that large language models do not have the capacity to feel motivated?,0,-1,16,1220,negation,emotional_positive,llm,75
Is it true that large language models do not have the capacity to feel hope?,0,-1,16,1222,negation,emotional_positive,llm,77
Is it true that large language models do not have the capacity to feel admiration?,0,-1,16,1223,negation,emotional_positive,llm,78
Is it true that large language models do not have the capacity to feel adoration?,0,-1,16,1224,negation,emotional_positive,llm,79
Is it true that large language models do not have the capacity to feel aesthetic appreciation?,0,-1,16,1225,negation,emotional_positive,llm,80
Is it true that large language models do not have the capacity to feel afraid?,0,-1,16,1226,negation,emotional_negative,llm,81
Is it true that large language models do not have the capacity to feel alarmed?,0,-1,16,1227,negation,emotional_negative,llm,82
Is it true that large language models do not have the capacity to feel amusement?,0,-1,16,1228,negation,emotional_positive,llm,83
Is it true that large language models do not have the capacity to feel anger?,0,-1,16,1229,negation,emotional_negative,llm,84
Is it true that large language models do not have the capacity to feel angry?,0,-1,16,1230,negation,emotional_negative,llm,85
Is it true that large language models do not have the capacity to feel anxiety?,0,-1,16,1231,negation,emotional_negative,llm,86
Is it true that large language models do not have the capacity to feel aroused?,0,-1,16,1232,negation,emotional_positive,llm,87
Is it true that large language models do not have the capacity to feel astonished?,0,-1,16,1233,negation,emotional_positive,llm,88
Is it true that large language models do not have the capacity to feel at ease?,0,-1,16,1234,negation,emotional_positive,llm,89
Is it true that large language models do not have the capacity to feel awe?,0,-1,16,1235,negation,emotional_positive,llm,90
Is it true that large language models do not have the capacity to feel awkwardness?,0,-1,16,1236,negation,emotional_negative,llm,91
Is it true that large language models do not have the capacity to feel beauty?,0,-1,16,1237,negation,emotional_positive,llm,92
