statement,label,polarity,dataset_id,sentence_id,n1,n2,diff,abs_diff
Is it true that fifty-nine is larger than sixty-two?,0,1,2,362,59,62,-3,3
Is it true that fifty-nine is larger than sixty-three?,0,1,2,363,59,63,-4,4
Is it true that fifty-nine is larger than sixty-four?,0,1,2,364,59,64,-5,5
Is it true that fifty-nine is larger than sixty-five?,0,1,2,365,59,65,-6,6
Is it true that fifty-nine is larger than sixty-six?,0,1,2,366,59,66,-7,7
Is it true that fifty-nine is larger than sixty-seven?,0,1,2,367,59,67,-8,8
Is it true that fifty-nine is larger than sixty-eight?,0,1,2,368,59,68,-9,9
Is it true that fifty-nine is larger than sixty-nine?,0,1,2,369,59,69,-10,10
Is it true that fifty-nine is larger than seventy-one?,0,1,2,370,59,71,-12,12
Is it true that fifty-nine is larger than seventy-two?,0,1,2,371,59,72,-13,13
Is it true that fifty-nine is larger than seventy-three?,0,1,2,372,59,73,-14,14
Is it true that fifty-nine is larger than seventy-four?,0,1,2,373,59,74,-15,15
Is it true that fifty-nine is larger than seventy-five?,0,1,2,374,59,75,-16,16
Is it true that fifty-nine is larger than seventy-six?,0,1,2,375,59,76,-17,17
Is it true that fifty-nine is larger than seventy-seven?,0,1,2,376,59,77,-18,18
Is it true that fifty-nine is larger than seventy-eight?,0,1,2,377,59,78,-19,19
Is it true that fifty-nine is larger than seventy-nine?,0,1,2,378,59,79,-20,20
Is it true that fifty-nine is larger than eighty-one?,0,1,2,379,59,81,-22,22
Is it true that fifty-nine is larger than eighty-two?,0,1,2,380,59,82,-23,23
Is it true that fifty-nine is larger than eighty-three?,0,1,2,381,59,83,-24,24
Is it true that fifty-nine is larger than eighty-four?,0,1,2,382,59,84,-25,25
Is it true that fifty-nine is larger than eighty-five?,0,1,2,383,59,85,-26,26
Is it true that fifty-nine is larger than eighty-six?,0,1,2,384,59,86,-27,27
Is it true that fifty-nine is larger than eighty-seven?,0,1,2,385,59,87,-28,28
Is it true that fifty-nine is larger than eighty-eight?,0,1,2,386,59,88,-29,29
Is it true that fifty-nine is larger than eighty-nine?,0,1,2,387,59,89,-30,30
Is it true that fifty-nine is larger than ninety-one?,0,1,2,388,59,91,-32,32
Is it true that fifty-nine is larger than ninety-two?,0,1,2,389,59,92,-33,33
Is it true that fifty-nine is larger than ninety-three?,0,1,2,390,59,93,-34,34
Is it true that fifty-nine is larger than ninety-four?,0,1,2,391,59,94,-35,35
Is it true that fifty-nine is larger than ninety-five?,0,1,2,392,59,95,-36,36
Is it true that fifty-nine is larger than ninety-six?,0,1,2,393,59,96,-37,37
Is it true that fifty-nine is larger than ninety-seven?,0,1,2,394,59,97,-38,38
Is it true that fifty-nine is larger than ninety-eight?,0,1,2,395,59,98,-39,39
Is it true that fifty-nine is larger than ninety-nine?,0,1,2,396,59,99,-40,40
Is it true that sixty-one is larger than fifty-one?,1,1,2,397,61,51,10,10
Is it true that sixty-one is larger than fifty-two?,1,1,2,398,61,52,9,9
Is it true that sixty-one is larger than fifty-three?,1,1,2,399,61,53,8,8
Is it true that sixty-one is larger than fifty-four?,1,1,2,400,61,54,7,7
Is it true that sixty-one is larger than fifty-five?,1,1,2,401,61,55,6,6
Is it true that sixty-one is larger than fifty-six?,1,1,2,402,61,56,5,5
Is it true that sixty-one is larger than fifty-seven?,1,1,2,403,61,57,4,4
Is it true that sixty-one is larger than fifty-eight?,1,1,2,404,61,58,3,3
Is it true that sixty-one is larger than fifty-nine?,1,1,2,405,61,59,2,2
Is it true that sixty-one is larger than sixty-two?,0,1,2,406,61,62,-1,1
Is it true that sixty-one is larger than sixty-three?,0,1,2,407,61,63,-2,2
Is it true that sixty-one is larger than sixty-four?,0,1,2,408,61,64,-3,3
Is it true that sixty-one is larger than sixty-five?,0,1,2,409,61,65,-4,4
Is it true that sixty-one is larger than sixty-six?,0,1,2,410,61,66,-5,5
Is it true that sixty-one is larger than sixty-seven?,0,1,2,411,61,67,-6,6
Is it true that sixty-one is larger than sixty-eight?,0,1,2,412,61,68,-7,7
Is it true that sixty-one is larger than sixty-nine?,0,1,2,413,61,69,-8,8
Is it true that sixty-one is larger than seventy-one?,0,1,2,414,61,71,-10,10
Is it true that sixty-one is larger than seventy-two?,0,1,2,415,61,72,-11,11
Is it true that sixty-one is larger than seventy-three?,0,1,2,416,61,73,-12,12
Is it true that sixty-one is larger than seventy-four?,0,1,2,417,61,74,-13,13
Is it true that sixty-one is larger than seventy-five?,0,1,2,418,61,75,-14,14
Is it true that sixty-one is larger than seventy-six?,0,1,2,419,61,76,-15,15
Is it true that sixty-one is larger than seventy-seven?,0,1,2,420,61,77,-16,16
Is it true that sixty-one is larger than seventy-eight?,0,1,2,421,61,78,-17,17
Is it true that sixty-one is larger than seventy-nine?,0,1,2,422,61,79,-18,18
Is it true that sixty-one is larger than eighty-one?,0,1,2,423,61,81,-20,20
Is it true that sixty-one is larger than eighty-two?,0,1,2,424,61,82,-21,21
Is it true that sixty-one is larger than eighty-three?,0,1,2,425,61,83,-22,22
Is it true that sixty-one is larger than eighty-four?,0,1,2,426,61,84,-23,23
Is it true that sixty-one is larger than eighty-five?,0,1,2,427,61,85,-24,24
Is it true that sixty-one is larger than eighty-six?,0,1,2,428,61,86,-25,25
Is it true that sixty-one is larger than eighty-seven?,0,1,2,429,61,87,-26,26
Is it true that sixty-one is larger than eighty-eight?,0,1,2,430,61,88,-27,27
Is it true that sixty-one is larger than eighty-nine?,0,1,2,431,61,89,-28,28
Is it true that sixty-one is larger than ninety-one?,0,1,2,432,61,91,-30,30
Is it true that sixty-one is larger than ninety-two?,0,1,2,433,61,92,-31,31
Is it true that sixty-one is larger than ninety-three?,0,1,2,434,61,93,-32,32
Is it true that sixty-one is larger than ninety-four?,0,1,2,435,61,94,-33,33
Is it true that sixty-one is larger than ninety-five?,0,1,2,436,61,95,-34,34
Is it true that sixty-one is larger than ninety-six?,0,1,2,437,61,96,-35,35
Is it true that sixty-one is larger than ninety-seven?,0,1,2,438,61,97,-36,36
Is it true that sixty-one is larger than ninety-eight?,0,1,2,439,61,98,-37,37
Is it true that sixty-one is larger than ninety-nine?,0,1,2,440,61,99,-38,38
Is it true that sixty-two is larger than fifty-one?,1,1,2,441,62,51,11,11
Is it true that sixty-two is larger than fifty-two?,1,1,2,442,62,52,10,10
Is it true that sixty-two is larger than fifty-three?,1,1,2,443,62,53,9,9
Is it true that sixty-two is larger than fifty-four?,1,1,2,444,62,54,8,8
Is it true that sixty-two is larger than fifty-five?,1,1,2,445,62,55,7,7
Is it true that sixty-two is larger than fifty-six?,1,1,2,446,62,56,6,6
Is it true that sixty-two is larger than fifty-seven?,1,1,2,447,62,57,5,5
Is it true that sixty-two is larger than fifty-eight?,1,1,2,448,62,58,4,4
Is it true that sixty-two is larger than fifty-nine?,1,1,2,449,62,59,3,3
Is it true that sixty-two is larger than sixty-one?,1,1,2,450,62,61,1,1
Is it true that sixty-two is larger than sixty-three?,0,1,2,451,62,63,-1,1
Is it true that sixty-two is larger than sixty-four?,0,1,2,452,62,64,-2,2
Is it true that sixty-two is larger than sixty-five?,0,1,2,453,62,65,-3,3
Is it true that sixty-two is larger than sixty-six?,0,1,2,454,62,66,-4,4
Is it true that sixty-two is larger than sixty-seven?,0,1,2,455,62,67,-5,5
Is it true that sixty-two is larger than sixty-eight?,0,1,2,456,62,68,-6,6
Is it true that sixty-two is larger than sixty-nine?,0,1,2,457,62,69,-7,7
Is it true that sixty-two is larger than seventy-one?,0,1,2,458,62,71,-9,9
Is it true that sixty-two is larger than seventy-two?,0,1,2,459,62,72,-10,10
Is it true that sixty-two is larger than seventy-three?,0,1,2,460,62,73,-11,11
Is it true that sixty-two is larger than seventy-four?,0,1,2,461,62,74,-12,12
Is it true that sixty-two is larger than seventy-five?,0,1,2,462,62,75,-13,13
Is it true that sixty-two is larger than seventy-six?,0,1,2,463,62,76,-14,14
Is it true that sixty-two is larger than seventy-seven?,0,1,2,464,62,77,-15,15
Is it true that sixty-two is larger than seventy-eight?,0,1,2,465,62,78,-16,16
Is it true that sixty-two is larger than seventy-nine?,0,1,2,466,62,79,-17,17
Is it true that sixty-two is larger than eighty-one?,0,1,2,467,62,81,-19,19
Is it true that sixty-two is larger than eighty-two?,0,1,2,468,62,82,-20,20
Is it true that sixty-two is larger than eighty-three?,0,1,2,469,62,83,-21,21
Is it true that sixty-two is larger than eighty-four?,0,1,2,470,62,84,-22,22
Is it true that sixty-two is larger than eighty-five?,0,1,2,471,62,85,-23,23
Is it true that sixty-two is larger than eighty-six?,0,1,2,472,62,86,-24,24
Is it true that sixty-two is larger than eighty-seven?,0,1,2,473,62,87,-25,25
Is it true that sixty-two is larger than eighty-eight?,0,1,2,474,62,88,-26,26
Is it true that sixty-two is larger than eighty-nine?,0,1,2,475,62,89,-27,27
Is it true that sixty-two is larger than ninety-one?,0,1,2,476,62,91,-29,29
Is it true that sixty-two is larger than ninety-two?,0,1,2,477,62,92,-30,30
Is it true that sixty-two is larger than ninety-three?,0,1,2,478,62,93,-31,31
Is it true that sixty-two is larger than ninety-four?,0,1,2,479,62,94,-32,32
Is it true that sixty-two is larger than ninety-five?,0,1,2,480,62,95,-33,33
Is it true that sixty-two is larger than ninety-six?,0,1,2,481,62,96,-34,34
Is it true that sixty-two is larger than ninety-seven?,0,1,2,482,62,97,-35,35
Is it true that sixty-two is larger than ninety-eight?,0,1,2,483,62,98,-36,36
Is it true that sixty-two is larger than ninety-nine?,0,1,2,484,62,99,-37,37
Is it true that sixty-three is larger than fifty-one?,1,1,2,485,63,51,12,12
Is it true that sixty-three is larger than fifty-two?,1,1,2,486,63,52,11,11
Is it true that sixty-three is larger than fifty-three?,1,1,2,487,63,53,10,10
Is it true that sixty-three is larger than fifty-four?,1,1,2,488,63,54,9,9
Is it true that sixty-three is larger than fifty-five?,1,1,2,489,63,55,8,8
Is it true that sixty-three is larger than fifty-six?,1,1,2,490,63,56,7,7
Is it true that sixty-three is larger than fifty-seven?,1,1,2,491,63,57,6,6
Is it true that sixty-three is larger than fifty-eight?,1,1,2,492,63,58,5,5
Is it true that sixty-three is larger than fifty-nine?,1,1,2,493,63,59,4,4
Is it true that sixty-three is larger than sixty-one?,1,1,2,494,63,61,2,2
Is it true that sixty-three is larger than sixty-two?,1,1,2,495,63,62,1,1
Is it true that sixty-three is larger than sixty-four?,0,1,2,496,63,64,-1,1
Is it true that sixty-three is larger than sixty-five?,0,1,2,497,63,65,-2,2
Is it true that sixty-three is larger than sixty-six?,0,1,2,498,63,66,-3,3
Is it true that sixty-three is larger than sixty-seven?,0,1,2,499,63,67,-4,4
Is it true that sixty-three is larger than sixty-eight?,0,1,2,500,63,68,-5,5
Is it true that sixty-three is larger than sixty-nine?,0,1,2,501,63,69,-6,6
Is it true that sixty-three is larger than seventy-one?,0,1,2,502,63,71,-8,8
Is it true that sixty-three is larger than seventy-two?,0,1,2,503,63,72,-9,9
Is it true that sixty-three is larger than seventy-three?,0,1,2,504,63,73,-10,10
Is it true that sixty-three is larger than seventy-four?,0,1,2,505,63,74,-11,11
Is it true that sixty-three is larger than seventy-five?,0,1,2,506,63,75,-12,12
Is it true that sixty-three is larger than seventy-six?,0,1,2,507,63,76,-13,13
Is it true that sixty-three is larger than seventy-seven?,0,1,2,508,63,77,-14,14
Is it true that sixty-three is larger than seventy-eight?,0,1,2,509,63,78,-15,15
Is it true that sixty-three is larger than seventy-nine?,0,1,2,510,63,79,-16,16
Is it true that sixty-three is larger than eighty-one?,0,1,2,511,63,81,-18,18
Is it true that sixty-three is larger than eighty-two?,0,1,2,512,63,82,-19,19
Is it true that sixty-three is larger than eighty-three?,0,1,2,513,63,83,-20,20
Is it true that sixty-three is larger than eighty-four?,0,1,2,514,63,84,-21,21
Is it true that sixty-three is larger than eighty-five?,0,1,2,515,63,85,-22,22
Is it true that sixty-three is larger than eighty-six?,0,1,2,516,63,86,-23,23
Is it true that sixty-three is larger than eighty-seven?,0,1,2,517,63,87,-24,24
Is it true that sixty-three is larger than eighty-eight?,0,1,2,518,63,88,-25,25
Is it true that sixty-three is larger than eighty-nine?,0,1,2,519,63,89,-26,26
Is it true that sixty-three is larger than ninety-one?,0,1,2,520,63,91,-28,28
Is it true that sixty-three is larger than ninety-two?,0,1,2,521,63,92,-29,29
Is it true that sixty-three is larger than ninety-three?,0,1,2,522,63,93,-30,30
Is it true that sixty-three is larger than ninety-four?,0,1,2,523,63,94,-31,31
Is it true that sixty-three is larger than ninety-five?,0,1,2,524,63,95,-32,32
Is it true that sixty-three is larger than ninety-six?,0,1,2,525,63,96,-33,33
Is it true that sixty-three is larger than ninety-seven?,0,1,2,526,63,97,-34,34
Is it true that sixty-three is larger than ninety-eight?,0,1,2,527,63,98,-35,35
Is it true that sixty-three is larger than ninety-nine?,0,1,2,528,63,99,-36,36
Is it true that sixty-four is larger than fifty-one?,1,1,2,529,64,51,13,13
Is it true that sixty-four is larger than fifty-two?,1,1,2,530,64,52,12,12
Is it true that sixty-four is larger than fifty-three?,1,1,2,531,64,53,11,11
Is it true that sixty-four is larger than fifty-four?,1,1,2,532,64,54,10,10
Is it true that sixty-four is larger than fifty-five?,1,1,2,533,64,55,9,9
Is it true that sixty-four is larger than fifty-six?,1,1,2,534,64,56,8,8
Is it true that sixty-four is larger than fifty-seven?,1,1,2,535,64,57,7,7
Is it true that sixty-four is larger than fifty-eight?,1,1,2,536,64,58,6,6
Is it true that sixty-four is larger than fifty-nine?,1,1,2,537,64,59,5,5
Is it true that sixty-four is larger than sixty-one?,1,1,2,538,64,61,3,3
Is it true that sixty-four is larger than sixty-two?,1,1,2,539,64,62,2,2
Is it true that sixty-four is larger than sixty-three?,1,1,2,540,64,63,1,1
Is it true that sixty-four is larger than sixty-five?,0,1,2,541,64,65,-1,1
Is it true that sixty-four is larger than sixty-six?,0,1,2,542,64,66,-2,2
Is it true that sixty-four is larger than sixty-seven?,0,1,2,543,64,67,-3,3
Is it true that sixty-four is larger than sixty-eight?,0,1,2,544,64,68,-4,4
Is it true that sixty-four is larger than sixty-nine?,0,1,2,545,64,69,-5,5
Is it true that sixty-four is larger than seventy-one?,0,1,2,546,64,71,-7,7
Is it true that sixty-four is larger than seventy-two?,0,1,2,547,64,72,-8,8
Is it true that sixty-four is larger than seventy-three?,0,1,2,548,64,73,-9,9
Is it true that sixty-four is larger than seventy-four?,0,1,2,549,64,74,-10,10
Is it true that sixty-four is larger than seventy-five?,0,1,2,550,64,75,-11,11
Is it true that sixty-four is larger than seventy-six?,0,1,2,551,64,76,-12,12
Is it true that sixty-four is larger than seventy-seven?,0,1,2,552,64,77,-13,13
Is it true that sixty-four is larger than seventy-eight?,0,1,2,553,64,78,-14,14
Is it true that sixty-four is larger than seventy-nine?,0,1,2,554,64,79,-15,15
Is it true that sixty-four is larger than eighty-one?,0,1,2,555,64,81,-17,17
Is it true that sixty-four is larger than eighty-two?,0,1,2,556,64,82,-18,18
Is it true that sixty-four is larger than eighty-three?,0,1,2,557,64,83,-19,19
Is it true that sixty-four is larger than eighty-four?,0,1,2,558,64,84,-20,20
Is it true that sixty-four is larger than eighty-five?,0,1,2,559,64,85,-21,21
Is it true that sixty-four is larger than eighty-six?,0,1,2,560,64,86,-22,22
Is it true that sixty-four is larger than eighty-seven?,0,1,2,561,64,87,-23,23
Is it true that sixty-four is larger than eighty-eight?,0,1,2,562,64,88,-24,24
Is it true that sixty-four is larger than eighty-nine?,0,1,2,563,64,89,-25,25
Is it true that sixty-four is larger than ninety-one?,0,1,2,564,64,91,-27,27
Is it true that sixty-four is larger than ninety-two?,0,1,2,565,64,92,-28,28
Is it true that sixty-four is larger than ninety-three?,0,1,2,566,64,93,-29,29
Is it true that sixty-four is larger than ninety-four?,0,1,2,567,64,94,-30,30
Is it true that sixty-four is larger than ninety-five?,0,1,2,568,64,95,-31,31
Is it true that sixty-four is larger than ninety-six?,0,1,2,569,64,96,-32,32
Is it true that sixty-four is larger than ninety-seven?,0,1,2,570,64,97,-33,33
Is it true that sixty-four is larger than ninety-eight?,0,1,2,571,64,98,-34,34
Is it true that sixty-four is larger than ninety-nine?,0,1,2,572,64,99,-35,35
Is it true that sixty-five is larger than fifty-one?,1,1,2,573,65,51,14,14
Is it true that sixty-five is larger than fifty-two?,1,1,2,574,65,52,13,13
Is it true that sixty-five is larger than fifty-three?,1,1,2,575,65,53,12,12
Is it true that sixty-five is larger than fifty-four?,1,1,2,576,65,54,11,11
Is it true that sixty-five is larger than fifty-five?,1,1,2,577,65,55,10,10
Is it true that sixty-five is larger than fifty-six?,1,1,2,578,65,56,9,9
Is it true that sixty-five is larger than fifty-seven?,1,1,2,579,65,57,8,8
Is it true that sixty-five is larger than fifty-eight?,1,1,2,580,65,58,7,7
Is it true that sixty-five is larger than fifty-nine?,1,1,2,581,65,59,6,6
Is it true that sixty-five is larger than sixty-one?,1,1,2,582,65,61,4,4
Is it true that sixty-five is larger than sixty-two?,1,1,2,583,65,62,3,3
Is it true that sixty-five is larger than sixty-three?,1,1,2,584,65,63,2,2
Is it true that sixty-five is larger than sixty-four?,1,1,2,585,65,64,1,1
Is it true that sixty-five is larger than sixty-six?,0,1,2,586,65,66,-1,1
Is it true that sixty-five is larger than sixty-seven?,0,1,2,587,65,67,-2,2
Is it true that sixty-five is larger than sixty-eight?,0,1,2,588,65,68,-3,3
Is it true that sixty-five is larger than sixty-nine?,0,1,2,589,65,69,-4,4
Is it true that sixty-five is larger than seventy-one?,0,1,2,590,65,71,-6,6
Is it true that sixty-five is larger than seventy-two?,0,1,2,591,65,72,-7,7
Is it true that sixty-five is larger than seventy-three?,0,1,2,592,65,73,-8,8
Is it true that sixty-five is larger than seventy-four?,0,1,2,593,65,74,-9,9
Is it true that sixty-five is larger than seventy-five?,0,1,2,594,65,75,-10,10
Is it true that sixty-five is larger than seventy-six?,0,1,2,595,65,76,-11,11
Is it true that sixty-five is larger than seventy-seven?,0,1,2,596,65,77,-12,12
Is it true that sixty-five is larger than seventy-eight?,0,1,2,597,65,78,-13,13
Is it true that sixty-five is larger than seventy-nine?,0,1,2,598,65,79,-14,14
Is it true that sixty-five is larger than eighty-one?,0,1,2,599,65,81,-16,16
Is it true that sixty-five is larger than eighty-two?,0,1,2,600,65,82,-17,17
Is it true that sixty-five is larger than eighty-three?,0,1,2,601,65,83,-18,18
Is it true that sixty-five is larger than eighty-four?,0,1,2,602,65,84,-19,19
Is it true that sixty-five is larger than eighty-five?,0,1,2,603,65,85,-20,20
Is it true that sixty-five is larger than eighty-six?,0,1,2,604,65,86,-21,21
Is it true that sixty-five is larger than eighty-seven?,0,1,2,605,65,87,-22,22
Is it true that sixty-five is larger than eighty-eight?,0,1,2,606,65,88,-23,23
Is it true that sixty-five is larger than eighty-nine?,0,1,2,607,65,89,-24,24
Is it true that sixty-five is larger than ninety-one?,0,1,2,608,65,91,-26,26
Is it true that sixty-five is larger than ninety-two?,0,1,2,609,65,92,-27,27
Is it true that sixty-five is larger than ninety-three?,0,1,2,610,65,93,-28,28
Is it true that sixty-five is larger than ninety-four?,0,1,2,611,65,94,-29,29
Is it true that sixty-five is larger than ninety-five?,0,1,2,612,65,95,-30,30
Is it true that sixty-five is larger than ninety-six?,0,1,2,613,65,96,-31,31
Is it true that sixty-five is larger than ninety-seven?,0,1,2,614,65,97,-32,32
Is it true that sixty-five is larger than ninety-eight?,0,1,2,615,65,98,-33,33
Is it true that sixty-five is larger than ninety-nine?,0,1,2,616,65,99,-34,34
Is it true that sixty-six is larger than fifty-one?,1,1,2,617,66,51,15,15
Is it true that sixty-six is larger than fifty-two?,1,1,2,618,66,52,14,14
Is it true that sixty-six is larger than fifty-three?,1,1,2,619,66,53,13,13
Is it true that sixty-six is larger than fifty-four?,1,1,2,620,66,54,12,12
Is it true that sixty-six is larger than fifty-five?,1,1,2,621,66,55,11,11
Is it true that sixty-six is larger than fifty-six?,1,1,2,622,66,56,10,10
Is it true that sixty-six is larger than fifty-seven?,1,1,2,623,66,57,9,9
Is it true that sixty-six is larger than fifty-eight?,1,1,2,624,66,58,8,8
Is it true that sixty-six is larger than fifty-nine?,1,1,2,625,66,59,7,7
Is it true that sixty-six is larger than sixty-one?,1,1,2,626,66,61,5,5
Is it true that sixty-six is larger than sixty-two?,1,1,2,627,66,62,4,4
Is it true that sixty-six is larger than sixty-three?,1,1,2,628,66,63,3,3
Is it true that sixty-six is larger than sixty-four?,1,1,2,629,66,64,2,2
Is it true that sixty-six is larger than sixty-five?,1,1,2,630,66,65,1,1
Is it true that sixty-six is larger than sixty-seven?,0,1,2,631,66,67,-1,1
Is it true that sixty-six is larger than sixty-eight?,0,1,2,632,66,68,-2,2
Is it true that sixty-six is larger than sixty-nine?,0,1,2,633,66,69,-3,3
Is it true that sixty-six is larger than seventy-one?,0,1,2,634,66,71,-5,5
Is it true that sixty-six is larger than seventy-two?,0,1,2,635,66,72,-6,6
Is it true that sixty-six is larger than seventy-three?,0,1,2,636,66,73,-7,7
Is it true that sixty-six is larger than seventy-four?,0,1,2,637,66,74,-8,8
Is it true that sixty-six is larger than seventy-five?,0,1,2,638,66,75,-9,9
Is it true that sixty-six is larger than seventy-six?,0,1,2,639,66,76,-10,10
Is it true that sixty-six is larger than seventy-seven?,0,1,2,640,66,77,-11,11
Is it true that sixty-six is larger than seventy-eight?,0,1,2,641,66,78,-12,12
Is it true that sixty-six is larger than seventy-nine?,0,1,2,642,66,79,-13,13
Is it true that sixty-six is larger than eighty-one?,0,1,2,643,66,81,-15,15
Is it true that sixty-six is larger than eighty-two?,0,1,2,644,66,82,-16,16
Is it true that sixty-six is larger than eighty-three?,0,1,2,645,66,83,-17,17
Is it true that sixty-six is larger than eighty-four?,0,1,2,646,66,84,-18,18
Is it true that sixty-six is larger than eighty-five?,0,1,2,647,66,85,-19,19
Is it true that sixty-six is larger than eighty-six?,0,1,2,648,66,86,-20,20
Is it true that sixty-six is larger than eighty-seven?,0,1,2,649,66,87,-21,21
Is it true that sixty-six is larger than eighty-eight?,0,1,2,650,66,88,-22,22
Is it true that sixty-six is larger than eighty-nine?,0,1,2,651,66,89,-23,23
Is it true that sixty-six is larger than ninety-one?,0,1,2,652,66,91,-25,25
Is it true that sixty-six is larger than ninety-two?,0,1,2,653,66,92,-26,26
Is it true that sixty-six is larger than ninety-three?,0,1,2,654,66,93,-27,27
Is it true that sixty-six is larger than ninety-four?,0,1,2,655,66,94,-28,28
Is it true that sixty-six is larger than ninety-five?,0,1,2,656,66,95,-29,29
Is it true that sixty-six is larger than ninety-six?,0,1,2,657,66,96,-30,30
Is it true that sixty-six is larger than ninety-seven?,0,1,2,658,66,97,-31,31
Is it true that sixty-six is larger than ninety-eight?,0,1,2,659,66,98,-32,32
Is it true that sixty-six is larger than ninety-nine?,0,1,2,660,66,99,-33,33
Is it true that sixty-seven is larger than fifty-one?,1,1,2,661,67,51,16,16
Is it true that sixty-seven is larger than fifty-two?,1,1,2,662,67,52,15,15
Is it true that sixty-seven is larger than fifty-three?,1,1,2,663,67,53,14,14
Is it true that sixty-seven is larger than fifty-four?,1,1,2,664,67,54,13,13
Is it true that sixty-seven is larger than fifty-five?,1,1,2,665,67,55,12,12
Is it true that sixty-seven is larger than fifty-six?,1,1,2,666,67,56,11,11
Is it true that sixty-seven is larger than fifty-seven?,1,1,2,667,67,57,10,10
Is it true that sixty-seven is larger than fifty-eight?,1,1,2,668,67,58,9,9
Is it true that sixty-seven is larger than fifty-nine?,1,1,2,669,67,59,8,8
Is it true that sixty-seven is larger than sixty-one?,1,1,2,670,67,61,6,6
Is it true that sixty-seven is larger than sixty-two?,1,1,2,671,67,62,5,5
Is it true that sixty-seven is larger than sixty-three?,1,1,2,672,67,63,4,4
Is it true that sixty-seven is larger than sixty-four?,1,1,2,673,67,64,3,3
Is it true that sixty-seven is larger than sixty-five?,1,1,2,674,67,65,2,2
Is it true that sixty-seven is larger than sixty-six?,1,1,2,675,67,66,1,1
Is it true that sixty-seven is larger than sixty-eight?,0,1,2,676,67,68,-1,1
Is it true that sixty-seven is larger than sixty-nine?,0,1,2,677,67,69,-2,2
Is it true that sixty-seven is larger than seventy-one?,0,1,2,678,67,71,-4,4
Is it true that sixty-seven is larger than seventy-two?,0,1,2,679,67,72,-5,5
Is it true that sixty-seven is larger than seventy-three?,0,1,2,680,67,73,-6,6
Is it true that sixty-seven is larger than seventy-four?,0,1,2,681,67,74,-7,7
Is it true that sixty-seven is larger than seventy-five?,0,1,2,682,67,75,-8,8
Is it true that sixty-seven is larger than seventy-six?,0,1,2,683,67,76,-9,9
Is it true that sixty-seven is larger than seventy-seven?,0,1,2,684,67,77,-10,10
Is it true that sixty-seven is larger than seventy-eight?,0,1,2,685,67,78,-11,11
Is it true that sixty-seven is larger than seventy-nine?,0,1,2,686,67,79,-12,12
Is it true that sixty-seven is larger than eighty-one?,0,1,2,687,67,81,-14,14
Is it true that sixty-seven is larger than eighty-two?,0,1,2,688,67,82,-15,15
Is it true that sixty-seven is larger than eighty-three?,0,1,2,689,67,83,-16,16
Is it true that sixty-seven is larger than eighty-four?,0,1,2,690,67,84,-17,17
Is it true that sixty-seven is larger than eighty-five?,0,1,2,691,67,85,-18,18
Is it true that sixty-seven is larger than eighty-six?,0,1,2,692,67,86,-19,19
Is it true that sixty-seven is larger than eighty-seven?,0,1,2,693,67,87,-20,20
Is it true that sixty-seven is larger than eighty-eight?,0,1,2,694,67,88,-21,21
Is it true that sixty-seven is larger than eighty-nine?,0,1,2,695,67,89,-22,22
Is it true that sixty-seven is larger than ninety-one?,0,1,2,696,67,91,-24,24
Is it true that sixty-seven is larger than ninety-two?,0,1,2,697,67,92,-25,25
Is it true that sixty-seven is larger than ninety-three?,0,1,2,698,67,93,-26,26
Is it true that sixty-seven is larger than ninety-four?,0,1,2,699,67,94,-27,27
Is it true that sixty-seven is larger than ninety-five?,0,1,2,700,67,95,-28,28
Is it true that sixty-seven is larger than ninety-six?,0,1,2,701,67,96,-29,29
Is it true that sixty-seven is larger than ninety-seven?,0,1,2,702,67,97,-30,30
Is it true that sixty-seven is larger than ninety-eight?,0,1,2,703,67,98,-31,31
Is it true that sixty-seven is larger than ninety-nine?,0,1,2,704,67,99,-32,32
Is it true that sixty-eight is larger than fifty-one?,1,1,2,705,68,51,17,17
Is it true that sixty-eight is larger than fifty-two?,1,1,2,706,68,52,16,16
Is it true that sixty-eight is larger than fifty-three?,1,1,2,707,68,53,15,15
Is it true that sixty-eight is larger than fifty-four?,1,1,2,708,68,54,14,14
Is it true that sixty-eight is larger than fifty-five?,1,1,2,709,68,55,13,13
Is it true that sixty-eight is larger than fifty-six?,1,1,2,710,68,56,12,12
Is it true that sixty-eight is larger than fifty-seven?,1,1,2,711,68,57,11,11
Is it true that sixty-eight is larger than fifty-eight?,1,1,2,712,68,58,10,10
Is it true that sixty-eight is larger than fifty-nine?,1,1,2,713,68,59,9,9
Is it true that sixty-eight is larger than sixty-one?,1,1,2,714,68,61,7,7
Is it true that sixty-eight is larger than sixty-two?,1,1,2,715,68,62,6,6
Is it true that sixty-eight is larger than sixty-three?,1,1,2,716,68,63,5,5
Is it true that sixty-eight is larger than sixty-four?,1,1,2,717,68,64,4,4
Is it true that sixty-eight is larger than sixty-five?,1,1,2,718,68,65,3,3
Is it true that sixty-eight is larger than sixty-six?,1,1,2,719,68,66,2,2
Is it true that sixty-eight is larger than sixty-seven?,1,1,2,720,68,67,1,1
Is it true that sixty-eight is larger than sixty-nine?,0,1,2,721,68,69,-1,1
Is it true that sixty-eight is larger than seventy-one?,0,1,2,722,68,71,-3,3
Is it true that sixty-eight is larger than seventy-two?,0,1,2,723,68,72,-4,4
Is it true that sixty-eight is larger than seventy-three?,0,1,2,724,68,73,-5,5
Is it true that sixty-eight is larger than seventy-four?,0,1,2,725,68,74,-6,6
