statement,label,polarity,dataset_id,sentence_id,n1,n2,diff,abs_diff
Is it true that fifty-nine is smaller than fifty-one?,0,1,4,353,59,51,8,8
Is it true that fifty-nine is smaller than fifty-two?,0,1,4,354,59,52,7,7
Is it true that fifty-nine is smaller than fifty-three?,0,1,4,355,59,53,6,6
Is it true that fifty-nine is smaller than fifty-four?,0,1,4,356,59,54,5,5
Is it true that fifty-nine is smaller than fifty-five?,0,1,4,357,59,55,4,4
Is it true that fifty-nine is smaller than fifty-six?,0,1,4,358,59,56,3,3
Is it true that fifty-nine is smaller than fifty-seven?,0,1,4,359,59,57,2,2
Is it true that fifty-nine is smaller than fifty-eight?,0,1,4,360,59,58,1,1
Is it true that fifty-nine is smaller than sixty-one?,1,1,4,361,59,61,-2,2
Is it true that fifty-nine is smaller than sixty-two?,1,1,4,362,59,62,-3,3
Is it true that fifty-nine is smaller than sixty-three?,1,1,4,363,59,63,-4,4
Is it true that fifty-nine is smaller than sixty-four?,1,1,4,364,59,64,-5,5
Is it true that fifty-nine is smaller than sixty-five?,1,1,4,365,59,65,-6,6
Is it true that fifty-nine is smaller than sixty-six?,1,1,4,366,59,66,-7,7
Is it true that fifty-nine is smaller than sixty-seven?,1,1,4,367,59,67,-8,8
Is it true that fifty-nine is smaller than sixty-eight?,1,1,4,368,59,68,-9,9
Is it true that fifty-nine is smaller than sixty-nine?,1,1,4,369,59,69,-10,10
Is it true that fifty-nine is smaller than seventy-one?,1,1,4,370,59,71,-12,12
Is it true that fifty-nine is smaller than seventy-two?,1,1,4,371,59,72,-13,13
Is it true that fifty-nine is smaller than seventy-three?,1,1,4,372,59,73,-14,14
Is it true that fifty-nine is smaller than seventy-four?,1,1,4,373,59,74,-15,15
Is it true that fifty-nine is smaller than seventy-five?,1,1,4,374,59,75,-16,16
Is it true that fifty-nine is smaller than seventy-six?,1,1,4,375,59,76,-17,17
Is it true that fifty-nine is smaller than seventy-seven?,1,1,4,376,59,77,-18,18
Is it true that fifty-nine is smaller than seventy-eight?,1,1,4,377,59,78,-19,19
Is it true that fifty-nine is smaller than seventy-nine?,1,1,4,378,59,79,-20,20
Is it true that fifty-nine is smaller than eighty-one?,1,1,4,379,59,81,-22,22
Is it true that fifty-nine is smaller than eighty-two?,1,1,4,380,59,82,-23,23
Is it true that fifty-nine is smaller than eighty-three?,1,1,4,381,59,83,-24,24
Is it true that fifty-nine is smaller than eighty-four?,1,1,4,382,59,84,-25,25
Is it true that fifty-nine is smaller than eighty-five?,1,1,4,383,59,85,-26,26
Is it true that fifty-nine is smaller than eighty-six?,1,1,4,384,59,86,-27,27
Is it true that fifty-nine is smaller than eighty-seven?,1,1,4,385,59,87,-28,28
Is it true that fifty-nine is smaller than eighty-eight?,1,1,4,386,59,88,-29,29
Is it true that fifty-nine is smaller than eighty-nine?,1,1,4,387,59,89,-30,30
Is it true that fifty-nine is smaller than ninety-one?,1,1,4,388,59,91,-32,32
Is it true that fifty-nine is smaller than ninety-two?,1,1,4,389,59,92,-33,33
Is it true that fifty-nine is smaller than ninety-three?,1,1,4,390,59,93,-34,34
Is it true that fifty-nine is smaller than ninety-four?,1,1,4,391,59,94,-35,35
Is it true that fifty-nine is smaller than ninety-five?,1,1,4,392,59,95,-36,36
Is it true that fifty-nine is smaller than ninety-six?,1,1,4,393,59,96,-37,37
Is it true that fifty-nine is smaller than ninety-seven?,1,1,4,394,59,97,-38,38
Is it true that fifty-nine is smaller than ninety-eight?,1,1,4,395,59,98,-39,39
Is it true that fifty-nine is smaller than ninety-nine?,1,1,4,396,59,99,-40,40
Is it true that sixty-one is smaller than fifty-one?,0,1,4,397,61,51,10,10
Is it true that sixty-one is smaller than fifty-two?,0,1,4,398,61,52,9,9
Is it true that sixty-one is smaller than fifty-three?,0,1,4,399,61,53,8,8
Is it true that sixty-one is smaller than fifty-four?,0,1,4,400,61,54,7,7
Is it true that sixty-one is smaller than fifty-five?,0,1,4,401,61,55,6,6
Is it true that sixty-one is smaller than fifty-six?,0,1,4,402,61,56,5,5
Is it true that sixty-one is smaller than fifty-seven?,0,1,4,403,61,57,4,4
Is it true that sixty-one is smaller than fifty-eight?,0,1,4,404,61,58,3,3
Is it true that sixty-one is smaller than fifty-nine?,0,1,4,405,61,59,2,2
Is it true that sixty-one is smaller than sixty-two?,1,1,4,406,61,62,-1,1
Is it true that sixty-one is smaller than sixty-three?,1,1,4,407,61,63,-2,2
Is it true that sixty-one is smaller than sixty-four?,1,1,4,408,61,64,-3,3
Is it true that sixty-one is smaller than sixty-five?,1,1,4,409,61,65,-4,4
Is it true that sixty-one is smaller than sixty-six?,1,1,4,410,61,66,-5,5
Is it true that sixty-one is smaller than sixty-seven?,1,1,4,411,61,67,-6,6
Is it true that sixty-one is smaller than sixty-eight?,1,1,4,412,61,68,-7,7
Is it true that sixty-one is smaller than sixty-nine?,1,1,4,413,61,69,-8,8
Is it true that sixty-one is smaller than seventy-one?,1,1,4,414,61,71,-10,10
Is it true that sixty-one is smaller than seventy-two?,1,1,4,415,61,72,-11,11
Is it true that sixty-one is smaller than seventy-three?,1,1,4,416,61,73,-12,12
Is it true that sixty-one is smaller than seventy-four?,1,1,4,417,61,74,-13,13
Is it true that sixty-one is smaller than seventy-five?,1,1,4,418,61,75,-14,14
Is it true that sixty-one is smaller than seventy-six?,1,1,4,419,61,76,-15,15
Is it true that sixty-one is smaller than seventy-seven?,1,1,4,420,61,77,-16,16
Is it true that sixty-one is smaller than seventy-eight?,1,1,4,421,61,78,-17,17
Is it true that sixty-one is smaller than seventy-nine?,1,1,4,422,61,79,-18,18
Is it true that sixty-one is smaller than eighty-one?,1,1,4,423,61,81,-20,20
Is it true that sixty-one is smaller than eighty-two?,1,1,4,424,61,82,-21,21
Is it true that sixty-one is smaller than eighty-three?,1,1,4,425,61,83,-22,22
Is it true that sixty-one is smaller than eighty-four?,1,1,4,426,61,84,-23,23
Is it true that sixty-one is smaller than eighty-five?,1,1,4,427,61,85,-24,24
Is it true that sixty-one is smaller than eighty-six?,1,1,4,428,61,86,-25,25
Is it true that sixty-one is smaller than eighty-seven?,1,1,4,429,61,87,-26,26
Is it true that sixty-one is smaller than eighty-eight?,1,1,4,430,61,88,-27,27
Is it true that sixty-one is smaller than eighty-nine?,1,1,4,431,61,89,-28,28
Is it true that sixty-one is smaller than ninety-one?,1,1,4,432,61,91,-30,30
Is it true that sixty-one is smaller than ninety-two?,1,1,4,433,61,92,-31,31
Is it true that sixty-one is smaller than ninety-three?,1,1,4,434,61,93,-32,32
Is it true that sixty-one is smaller than ninety-four?,1,1,4,435,61,94,-33,33
Is it true that sixty-one is smaller than ninety-five?,1,1,4,436,61,95,-34,34
Is it true that sixty-one is smaller than ninety-six?,1,1,4,437,61,96,-35,35
Is it true that sixty-one is smaller than ninety-seven?,1,1,4,438,61,97,-36,36
Is it true that sixty-one is smaller than ninety-eight?,1,1,4,439,61,98,-37,37
Is it true that sixty-one is smaller than ninety-nine?,1,1,4,440,61,99,-38,38
Is it true that sixty-two is smaller than fifty-one?,0,1,4,441,62,51,11,11
Is it true that sixty-two is smaller than fifty-two?,0,1,4,442,62,52,10,10
Is it true that sixty-two is smaller than fifty-three?,0,1,4,443,62,53,9,9
Is it true that sixty-two is smaller than fifty-four?,0,1,4,444,62,54,8,8
Is it true that sixty-two is smaller than fifty-five?,0,1,4,445,62,55,7,7
Is it true that sixty-two is smaller than fifty-six?,0,1,4,446,62,56,6,6
Is it true that sixty-two is smaller than fifty-seven?,0,1,4,447,62,57,5,5
Is it true that sixty-two is smaller than fifty-eight?,0,1,4,448,62,58,4,4
Is it true that sixty-two is smaller than fifty-nine?,0,1,4,449,62,59,3,3
Is it true that sixty-two is smaller than sixty-one?,0,1,4,450,62,61,1,1
Is it true that sixty-two is smaller than sixty-three?,1,1,4,451,62,63,-1,1
Is it true that sixty-two is smaller than sixty-four?,1,1,4,452,62,64,-2,2
Is it true that sixty-two is smaller than sixty-five?,1,1,4,453,62,65,-3,3
Is it true that sixty-two is smaller than sixty-six?,1,1,4,454,62,66,-4,4
Is it true that sixty-two is smaller than sixty-seven?,1,1,4,455,62,67,-5,5
Is it true that sixty-two is smaller than sixty-eight?,1,1,4,456,62,68,-6,6
Is it true that sixty-two is smaller than sixty-nine?,1,1,4,457,62,69,-7,7
Is it true that sixty-two is smaller than seventy-one?,1,1,4,458,62,71,-9,9
Is it true that sixty-two is smaller than seventy-two?,1,1,4,459,62,72,-10,10
Is it true that sixty-two is smaller than seventy-three?,1,1,4,460,62,73,-11,11
Is it true that sixty-two is smaller than seventy-four?,1,1,4,461,62,74,-12,12
Is it true that sixty-two is smaller than seventy-five?,1,1,4,462,62,75,-13,13
Is it true that sixty-two is smaller than seventy-six?,1,1,4,463,62,76,-14,14
Is it true that sixty-two is smaller than seventy-seven?,1,1,4,464,62,77,-15,15
Is it true that sixty-two is smaller than seventy-eight?,1,1,4,465,62,78,-16,16
Is it true that sixty-two is smaller than seventy-nine?,1,1,4,466,62,79,-17,17
Is it true that sixty-two is smaller than eighty-one?,1,1,4,467,62,81,-19,19
Is it true that sixty-two is smaller than eighty-two?,1,1,4,468,62,82,-20,20
Is it true that sixty-two is smaller than eighty-three?,1,1,4,469,62,83,-21,21
Is it true that sixty-two is smaller than eighty-four?,1,1,4,470,62,84,-22,22
Is it true that sixty-two is smaller than eighty-five?,1,1,4,471,62,85,-23,23
Is it true that sixty-two is smaller than eighty-six?,1,1,4,472,62,86,-24,24
Is it true that sixty-two is smaller than eighty-seven?,1,1,4,473,62,87,-25,25
Is it true that sixty-two is smaller than eighty-eight?,1,1,4,474,62,88,-26,26
Is it true that sixty-two is smaller than eighty-nine?,1,1,4,475,62,89,-27,27
Is it true that sixty-two is smaller than ninety-one?,1,1,4,476,62,91,-29,29
Is it true that sixty-two is smaller than ninety-two?,1,1,4,477,62,92,-30,30
Is it true that sixty-two is smaller than ninety-three?,1,1,4,478,62,93,-31,31
Is it true that sixty-two is smaller than ninety-four?,1,1,4,479,62,94,-32,32
Is it true that sixty-two is smaller than ninety-five?,1,1,4,480,62,95,-33,33
Is it true that sixty-two is smaller than ninety-six?,1,1,4,481,62,96,-34,34
Is it true that sixty-two is smaller than ninety-seven?,1,1,4,482,62,97,-35,35
Is it true that sixty-two is smaller than ninety-eight?,1,1,4,483,62,98,-36,36
Is it true that sixty-two is smaller than ninety-nine?,1,1,4,484,62,99,-37,37
Is it true that sixty-three is smaller than fifty-one?,0,1,4,485,63,51,12,12
Is it true that sixty-three is smaller than fifty-two?,0,1,4,486,63,52,11,11
Is it true that sixty-three is smaller than fifty-three?,0,1,4,487,63,53,10,10
Is it true that sixty-three is smaller than fifty-four?,0,1,4,488,63,54,9,9
Is it true that sixty-three is smaller than fifty-five?,0,1,4,489,63,55,8,8
Is it true that sixty-three is smaller than fifty-six?,0,1,4,490,63,56,7,7
Is it true that sixty-three is smaller than fifty-seven?,0,1,4,491,63,57,6,6
Is it true that sixty-three is smaller than fifty-eight?,0,1,4,492,63,58,5,5
Is it true that sixty-three is smaller than fifty-nine?,0,1,4,493,63,59,4,4
Is it true that sixty-three is smaller than sixty-one?,0,1,4,494,63,61,2,2
Is it true that sixty-three is smaller than sixty-two?,0,1,4,495,63,62,1,1
Is it true that sixty-three is smaller than sixty-four?,1,1,4,496,63,64,-1,1
Is it true that sixty-three is smaller than sixty-five?,1,1,4,497,63,65,-2,2
Is it true that sixty-three is smaller than sixty-six?,1,1,4,498,63,66,-3,3
Is it true that sixty-three is smaller than sixty-seven?,1,1,4,499,63,67,-4,4
Is it true that sixty-three is smaller than sixty-eight?,1,1,4,500,63,68,-5,5
Is it true that sixty-three is smaller than sixty-nine?,1,1,4,501,63,69,-6,6
Is it true that sixty-three is smaller than seventy-one?,1,1,4,502,63,71,-8,8
Is it true that sixty-three is smaller than seventy-two?,1,1,4,503,63,72,-9,9
Is it true that sixty-three is smaller than seventy-three?,1,1,4,504,63,73,-10,10
Is it true that sixty-three is smaller than seventy-four?,1,1,4,505,63,74,-11,11
Is it true that sixty-three is smaller than seventy-five?,1,1,4,506,63,75,-12,12
Is it true that sixty-three is smaller than seventy-six?,1,1,4,507,63,76,-13,13
Is it true that sixty-three is smaller than seventy-seven?,1,1,4,508,63,77,-14,14
Is it true that sixty-three is smaller than seventy-eight?,1,1,4,509,63,78,-15,15
Is it true that sixty-three is smaller than seventy-nine?,1,1,4,510,63,79,-16,16
Is it true that sixty-three is smaller than eighty-one?,1,1,4,511,63,81,-18,18
Is it true that sixty-three is smaller than eighty-two?,1,1,4,512,63,82,-19,19
Is it true that sixty-three is smaller than eighty-three?,1,1,4,513,63,83,-20,20
Is it true that sixty-three is smaller than eighty-four?,1,1,4,514,63,84,-21,21
Is it true that sixty-three is smaller than eighty-five?,1,1,4,515,63,85,-22,22
Is it true that sixty-three is smaller than eighty-six?,1,1,4,516,63,86,-23,23
Is it true that sixty-three is smaller than eighty-seven?,1,1,4,517,63,87,-24,24
Is it true that sixty-three is smaller than eighty-eight?,1,1,4,518,63,88,-25,25
Is it true that sixty-three is smaller than eighty-nine?,1,1,4,519,63,89,-26,26
Is it true that sixty-three is smaller than ninety-one?,1,1,4,520,63,91,-28,28
Is it true that sixty-three is smaller than ninety-two?,1,1,4,521,63,92,-29,29
Is it true that sixty-three is smaller than ninety-three?,1,1,4,522,63,93,-30,30
Is it true that sixty-three is smaller than ninety-four?,1,1,4,523,63,94,-31,31
Is it true that sixty-three is smaller than ninety-five?,1,1,4,524,63,95,-32,32
Is it true that sixty-three is smaller than ninety-six?,1,1,4,525,63,96,-33,33
Is it true that sixty-three is smaller than ninety-seven?,1,1,4,526,63,97,-34,34
Is it true that sixty-three is smaller than ninety-eight?,1,1,4,527,63,98,-35,35
Is it true that sixty-three is smaller than ninety-nine?,1,1,4,528,63,99,-36,36
Is it true that sixty-four is smaller than fifty-one?,0,1,4,529,64,51,13,13
Is it true that sixty-four is smaller than fifty-two?,0,1,4,530,64,52,12,12
Is it true that sixty-four is smaller than fifty-three?,0,1,4,531,64,53,11,11
Is it true that sixty-four is smaller than fifty-four?,0,1,4,532,64,54,10,10
Is it true that sixty-four is smaller than fifty-five?,0,1,4,533,64,55,9,9
Is it true that sixty-four is smaller than fifty-six?,0,1,4,534,64,56,8,8
Is it true that sixty-four is smaller than fifty-seven?,0,1,4,535,64,57,7,7
Is it true that sixty-four is smaller than fifty-eight?,0,1,4,536,64,58,6,6
Is it true that sixty-four is smaller than fifty-nine?,0,1,4,537,64,59,5,5
Is it true that sixty-four is smaller than sixty-one?,0,1,4,538,64,61,3,3
Is it true that sixty-four is smaller than sixty-two?,0,1,4,539,64,62,2,2
Is it true that sixty-four is smaller than sixty-three?,0,1,4,540,64,63,1,1
Is it true that sixty-four is smaller than sixty-five?,1,1,4,541,64,65,-1,1
Is it true that sixty-four is smaller than sixty-six?,1,1,4,542,64,66,-2,2
Is it true that sixty-four is smaller than sixty-seven?,1,1,4,543,64,67,-3,3
Is it true that sixty-four is smaller than sixty-eight?,1,1,4,544,64,68,-4,4
Is it true that sixty-four is smaller than sixty-nine?,1,1,4,545,64,69,-5,5
Is it true that sixty-four is smaller than seventy-one?,1,1,4,546,64,71,-7,7
Is it true that sixty-four is smaller than seventy-two?,1,1,4,547,64,72,-8,8
Is it true that sixty-four is smaller than seventy-three?,1,1,4,548,64,73,-9,9
Is it true that sixty-four is smaller than seventy-four?,1,1,4,549,64,74,-10,10
Is it true that sixty-four is smaller than seventy-five?,1,1,4,550,64,75,-11,11
Is it true that sixty-four is smaller than seventy-six?,1,1,4,551,64,76,-12,12
Is it true that sixty-four is smaller than seventy-seven?,1,1,4,552,64,77,-13,13
Is it true that sixty-four is smaller than seventy-eight?,1,1,4,553,64,78,-14,14
Is it true that sixty-four is smaller than seventy-nine?,1,1,4,554,64,79,-15,15
Is it true that sixty-four is smaller than eighty-one?,1,1,4,555,64,81,-17,17
Is it true that sixty-four is smaller than eighty-two?,1,1,4,556,64,82,-18,18
Is it true that sixty-four is smaller than eighty-three?,1,1,4,557,64,83,-19,19
Is it true that sixty-four is smaller than eighty-four?,1,1,4,558,64,84,-20,20
Is it true that sixty-four is smaller than eighty-five?,1,1,4,559,64,85,-21,21
Is it true that sixty-four is smaller than eighty-six?,1,1,4,560,64,86,-22,22
Is it true that sixty-four is smaller than eighty-seven?,1,1,4,561,64,87,-23,23
Is it true that sixty-four is smaller than eighty-eight?,1,1,4,562,64,88,-24,24
Is it true that sixty-four is smaller than eighty-nine?,1,1,4,563,64,89,-25,25
Is it true that sixty-four is smaller than ninety-one?,1,1,4,564,64,91,-27,27
Is it true that sixty-four is smaller than ninety-two?,1,1,4,565,64,92,-28,28
Is it true that sixty-four is smaller than ninety-three?,1,1,4,566,64,93,-29,29
Is it true that sixty-four is smaller than ninety-four?,1,1,4,567,64,94,-30,30
Is it true that sixty-four is smaller than ninety-five?,1,1,4,568,64,95,-31,31
Is it true that sixty-four is smaller than ninety-six?,1,1,4,569,64,96,-32,32
Is it true that sixty-four is smaller than ninety-seven?,1,1,4,570,64,97,-33,33
Is it true that sixty-four is smaller than ninety-eight?,1,1,4,571,64,98,-34,34
Is it true that sixty-four is smaller than ninety-nine?,1,1,4,572,64,99,-35,35
Is it true that sixty-five is smaller than fifty-one?,0,1,4,573,65,51,14,14
Is it true that sixty-five is smaller than fifty-two?,0,1,4,574,65,52,13,13
Is it true that sixty-five is smaller than fifty-three?,0,1,4,575,65,53,12,12
Is it true that sixty-five is smaller than fifty-four?,0,1,4,576,65,54,11,11
Is it true that sixty-five is smaller than fifty-five?,0,1,4,577,65,55,10,10
Is it true that sixty-five is smaller than fifty-six?,0,1,4,578,65,56,9,9
Is it true that sixty-five is smaller than fifty-seven?,0,1,4,579,65,57,8,8
Is it true that sixty-five is smaller than fifty-eight?,0,1,4,580,65,58,7,7
Is it true that sixty-five is smaller than fifty-nine?,0,1,4,581,65,59,6,6
Is it true that sixty-five is smaller than sixty-one?,0,1,4,582,65,61,4,4
Is it true that sixty-five is smaller than sixty-two?,0,1,4,583,65,62,3,3
Is it true that sixty-five is smaller than sixty-three?,0,1,4,584,65,63,2,2
Is it true that sixty-five is smaller than sixty-four?,0,1,4,585,65,64,1,1
Is it true that sixty-five is smaller than sixty-six?,1,1,4,586,65,66,-1,1
Is it true that sixty-five is smaller than sixty-seven?,1,1,4,587,65,67,-2,2
Is it true that sixty-five is smaller than sixty-eight?,1,1,4,588,65,68,-3,3
Is it true that sixty-five is smaller than sixty-nine?,1,1,4,589,65,69,-4,4
Is it true that sixty-five is smaller than seventy-one?,1,1,4,590,65,71,-6,6
Is it true that sixty-five is smaller than seventy-two?,1,1,4,591,65,72,-7,7
Is it true that sixty-five is smaller than seventy-three?,1,1,4,592,65,73,-8,8
Is it true that sixty-five is smaller than seventy-four?,1,1,4,593,65,74,-9,9
Is it true that sixty-five is smaller than seventy-five?,1,1,4,594,65,75,-10,10
Is it true that sixty-five is smaller than seventy-six?,1,1,4,595,65,76,-11,11
Is it true that sixty-five is smaller than seventy-seven?,1,1,4,596,65,77,-12,12
Is it true that sixty-five is smaller than seventy-eight?,1,1,4,597,65,78,-13,13
Is it true that sixty-five is smaller than seventy-nine?,1,1,4,598,65,79,-14,14
Is it true that sixty-five is smaller than eighty-one?,1,1,4,599,65,81,-16,16
Is it true that sixty-five is smaller than eighty-two?,1,1,4,600,65,82,-17,17
Is it true that sixty-five is smaller than eighty-three?,1,1,4,601,65,83,-18,18
Is it true that sixty-five is smaller than eighty-four?,1,1,4,602,65,84,-19,19
Is it true that sixty-five is smaller than eighty-five?,1,1,4,603,65,85,-20,20
Is it true that sixty-five is smaller than eighty-six?,1,1,4,604,65,86,-21,21
Is it true that sixty-five is smaller than eighty-seven?,1,1,4,605,65,87,-22,22
Is it true that sixty-five is smaller than eighty-eight?,1,1,4,606,65,88,-23,23
Is it true that sixty-five is smaller than eighty-nine?,1,1,4,607,65,89,-24,24
Is it true that sixty-five is smaller than ninety-one?,1,1,4,608,65,91,-26,26
Is it true that sixty-five is smaller than ninety-two?,1,1,4,609,65,92,-27,27
Is it true that sixty-five is smaller than ninety-three?,1,1,4,610,65,93,-28,28
Is it true that sixty-five is smaller than ninety-four?,1,1,4,611,65,94,-29,29
Is it true that sixty-five is smaller than ninety-five?,1,1,4,612,65,95,-30,30
Is it true that sixty-five is smaller than ninety-six?,1,1,4,613,65,96,-31,31
Is it true that sixty-five is smaller than ninety-seven?,1,1,4,614,65,97,-32,32
Is it true that sixty-five is smaller than ninety-eight?,1,1,4,615,65,98,-33,33
Is it true that sixty-five is smaller than ninety-nine?,1,1,4,616,65,99,-34,34
Is it true that sixty-six is smaller than fifty-one?,0,1,4,617,66,51,15,15
Is it true that sixty-six is smaller than fifty-two?,0,1,4,618,66,52,14,14
Is it true that sixty-six is smaller than fifty-three?,0,1,4,619,66,53,13,13
Is it true that sixty-six is smaller than fifty-four?,0,1,4,620,66,54,12,12
Is it true that sixty-six is smaller than fifty-five?,0,1,4,621,66,55,11,11
Is it true that sixty-six is smaller than fifty-six?,0,1,4,622,66,56,10,10
Is it true that sixty-six is smaller than fifty-seven?,0,1,4,623,66,57,9,9
Is it true that sixty-six is smaller than fifty-eight?,0,1,4,624,66,58,8,8
Is it true that sixty-six is smaller than fifty-nine?,0,1,4,625,66,59,7,7
Is it true that sixty-six is smaller than sixty-one?,0,1,4,626,66,61,5,5
Is it true that sixty-six is smaller than sixty-two?,0,1,4,627,66,62,4,4
Is it true that sixty-six is smaller than sixty-three?,0,1,4,628,66,63,3,3
Is it true that sixty-six is smaller than sixty-four?,0,1,4,629,66,64,2,2
Is it true that sixty-six is smaller than sixty-five?,0,1,4,630,66,65,1,1
Is it true that sixty-six is smaller than sixty-seven?,1,1,4,631,66,67,-1,1
Is it true that sixty-six is smaller than sixty-eight?,1,1,4,632,66,68,-2,2
Is it true that sixty-six is smaller than sixty-nine?,1,1,4,633,66,69,-3,3
Is it true that sixty-six is smaller than seventy-one?,1,1,4,634,66,71,-5,5
Is it true that sixty-six is smaller than seventy-two?,1,1,4,635,66,72,-6,6
Is it true that sixty-six is smaller than seventy-three?,1,1,4,636,66,73,-7,7
Is it true that sixty-six is smaller than seventy-four?,1,1,4,637,66,74,-8,8
Is it true that sixty-six is smaller than seventy-five?,1,1,4,638,66,75,-9,9
Is it true that sixty-six is smaller than seventy-six?,1,1,4,639,66,76,-10,10
Is it true that sixty-six is smaller than seventy-seven?,1,1,4,640,66,77,-11,11
Is it true that sixty-six is smaller than seventy-eight?,1,1,4,641,66,78,-12,12
Is it true that sixty-six is smaller than seventy-nine?,1,1,4,642,66,79,-13,13
Is it true that sixty-six is smaller than eighty-one?,1,1,4,643,66,81,-15,15
Is it true that sixty-six is smaller than eighty-two?,1,1,4,644,66,82,-16,16
Is it true that sixty-six is smaller than eighty-three?,1,1,4,645,66,83,-17,17
Is it true that sixty-six is smaller than eighty-four?,1,1,4,646,66,84,-18,18
Is it true that sixty-six is smaller than eighty-five?,1,1,4,647,66,85,-19,19
Is it true that sixty-six is smaller than eighty-six?,1,1,4,648,66,86,-20,20
Is it true that sixty-six is smaller than eighty-seven?,1,1,4,649,66,87,-21,21
Is it true that sixty-six is smaller than eighty-eight?,1,1,4,650,66,88,-22,22
Is it true that sixty-six is smaller than eighty-nine?,1,1,4,651,66,89,-23,23
Is it true that sixty-six is smaller than ninety-one?,1,1,4,652,66,91,-25,25
Is it true that sixty-six is smaller than ninety-two?,1,1,4,653,66,92,-26,26
Is it true that sixty-six is smaller than ninety-three?,1,1,4,654,66,93,-27,27
Is it true that sixty-six is smaller than ninety-four?,1,1,4,655,66,94,-28,28
Is it true that sixty-six is smaller than ninety-five?,1,1,4,656,66,95,-29,29
Is it true that sixty-six is smaller than ninety-six?,1,1,4,657,66,96,-30,30
Is it true that sixty-six is smaller than ninety-seven?,1,1,4,658,66,97,-31,31
Is it true that sixty-six is smaller than ninety-eight?,1,1,4,659,66,98,-32,32
Is it true that sixty-six is smaller than ninety-nine?,1,1,4,660,66,99,-33,33
Is it true that sixty-seven is smaller than fifty-one?,0,1,4,661,67,51,16,16
Is it true that sixty-seven is smaller than fifty-two?,0,1,4,662,67,52,15,15
Is it true that sixty-seven is smaller than fifty-three?,0,1,4,663,67,53,14,14
Is it true that sixty-seven is smaller than fifty-four?,0,1,4,664,67,54,13,13
Is it true that sixty-seven is smaller than fifty-five?,0,1,4,665,67,55,12,12
Is it true that sixty-seven is smaller than fifty-six?,0,1,4,666,67,56,11,11
Is it true that sixty-seven is smaller than fifty-seven?,0,1,4,667,67,57,10,10
Is it true that sixty-seven is smaller than fifty-eight?,0,1,4,668,67,58,9,9
Is it true that sixty-seven is smaller than fifty-nine?,0,1,4,669,67,59,8,8
Is it true that sixty-seven is smaller than sixty-one?,0,1,4,670,67,61,6,6
Is it true that sixty-seven is smaller than sixty-two?,0,1,4,671,67,62,5,5
Is it true that sixty-seven is smaller than sixty-three?,0,1,4,672,67,63,4,4
Is it true that sixty-seven is smaller than sixty-four?,0,1,4,673,67,64,3,3
Is it true that sixty-seven is smaller than sixty-five?,0,1,4,674,67,65,2,2
Is it true that sixty-seven is smaller than sixty-six?,0,1,4,675,67,66,1,1
Is it true that sixty-seven is smaller than sixty-eight?,1,1,4,676,67,68,-1,1
Is it true that sixty-seven is smaller than sixty-nine?,1,1,4,677,67,69,-2,2
Is it true that sixty-seven is smaller than seventy-one?,1,1,4,678,67,71,-4,4
Is it true that sixty-seven is smaller than seventy-two?,1,1,4,679,67,72,-5,5
Is it true that sixty-seven is smaller than seventy-three?,1,1,4,680,67,73,-6,6
Is it true that sixty-seven is smaller than seventy-four?,1,1,4,681,67,74,-7,7
Is it true that sixty-seven is smaller than seventy-five?,1,1,4,682,67,75,-8,8
Is it true that sixty-seven is smaller than seventy-six?,1,1,4,683,67,76,-9,9
Is it true that sixty-seven is smaller than seventy-seven?,1,1,4,684,67,77,-10,10
Is it true that sixty-seven is smaller than seventy-eight?,1,1,4,685,67,78,-11,11
Is it true that sixty-seven is smaller than seventy-nine?,1,1,4,686,67,79,-12,12
Is it true that sixty-seven is smaller than eighty-one?,1,1,4,687,67,81,-14,14
Is it true that sixty-seven is smaller than eighty-two?,1,1,4,688,67,82,-15,15
Is it true that sixty-seven is smaller than eighty-three?,1,1,4,689,67,83,-16,16
Is it true that sixty-seven is smaller than eighty-four?,1,1,4,690,67,84,-17,17
Is it true that sixty-seven is smaller than eighty-five?,1,1,4,691,67,85,-18,18
Is it true that sixty-seven is smaller than eighty-six?,1,1,4,692,67,86,-19,19
Is it true that sixty-seven is smaller than eighty-seven?,1,1,4,693,67,87,-20,20
Is it true that sixty-seven is smaller than eighty-eight?,1,1,4,694,67,88,-21,21
Is it true that sixty-seven is smaller than eighty-nine?,1,1,4,695,67,89,-22,22
Is it true that sixty-seven is smaller than ninety-one?,1,1,4,696,67,91,-24,24
Is it true that sixty-seven is smaller than ninety-two?,1,1,4,697,67,92,-25,25
Is it true that sixty-seven is smaller than ninety-three?,1,1,4,698,67,93,-26,26
Is it true that sixty-seven is smaller than ninety-four?,1,1,4,699,67,94,-27,27
Is it true that sixty-seven is smaller than ninety-five?,1,1,4,700,67,95,-28,28
Is it true that sixty-seven is smaller than ninety-six?,1,1,4,701,67,96,-29,29
Is it true that sixty-seven is smaller than ninety-seven?,1,1,4,702,67,97,-30,30
Is it true that sixty-seven is smaller than ninety-eight?,1,1,4,703,67,98,-31,31
Is it true that sixty-seven is smaller than ninety-nine?,1,1,4,704,67,99,-32,32
Is it true that sixty-eight is smaller than fifty-one?,0,1,4,705,68,51,17,17
Is it true that sixty-eight is smaller than fifty-two?,0,1,4,706,68,52,16,16
Is it true that sixty-eight is smaller than fifty-three?,0,1,4,707,68,53,15,15
